,comp1,comp2,label
0,45.8612771943919,-1.1921294486808183,0
1,55.52967927216287,7.861767568398726,1
2,55.82788370478181,6.914633769085073,2
3,45.1357447784348,-15.889105765974755,3
4,40.74225608676628,23.36802701882924,4
5,58.060659129631446,-14.145055553657333,5
6,53.13759473099302,21.325062090266726,6
7,43.119876025181725,-2.9362128266532483,7
8,59.95875561637019,-5.3405572731619415,8
9,55.634157090401004,-5.510776773211215,9
10,51.584000814508,11.23596694625304,0
11,53.162994351585475,2.9574350349180953,1
12,42.95456415251935,-2.396808514730186,2
13,52.15982553151687,-23.283272244060875,3
14,56.11055708510504,24.425011936434583,4
15,53.11634871306394,-1.456544828494189,5
16,50.33044454258577,17.13654122247135,6
17,56.08537127053066,5.554881939521396,7
18,44.483015836643304,-2.8481393584368577,8
19,42.72005806114146,-13.724504510405964,9
20,56.05418695077705,6.429211128177915,0
21,55.547330277303715,-0.035162890779879774,1
22,45.803196649550124,-8.104364562774093,2
23,46.702163297766944,-19.17115071383926,3
24,42.51164598316078,17.59334696003066,4
25,44.7600251697104,6.129706003375295,5
26,62.17589443915951,21.238246287010107,6
27,51.46148005607174,4.77383661460014,7
28,53.744154790011834,0.3878651236479165,8
29,52.590655257042485,-14.552368791345053,9
30,53.08251822823981,0.27048420251566707,0
31,43.72214046883756,-13.58568242979204,9
32,58.08749812904498,-5.0781535219540235,5
33,57.6602878718612,-6.106705170555068,5
34,49.238996612073564,17.992352872043384,6
35,53.556469447202595,-3.2347031718846884,5
36,57.59631485359152,6.110209501797343,0
37,51.14862356785994,-13.38603143645198,9
38,47.55334104883465,-0.03133553772510922,8
39,52.02304833315476,-20.744267533938043,9
40,57.56124891884326,-4.4824790560904635,8
41,57.3035256862248,24.999103171772724,4
42,45.59263900171008,2.827109285421015,1
43,44.13708721196832,5.697578001456878,7
44,54.734531214939906,-3.6177244246520583,7
45,47.1440930049678,-20.840167536534416,3
46,52.75724930232205,2.955045654566973,5
47,45.332328816747996,1.6466958384061954,1
48,50.57025485192896,5.042194322840686,0
49,49.31543368931141,3.9693143944283644,0
50,43.36845119505581,1.0004186531467063,2
51,45.802533270251715,6.273332036250703,2
52,55.266538895361734,6.860314657088248,7
53,51.119319019778914,1.639866030573457,8
54,42.50965814706426,10.743595586008503,2
55,62.19284536684747,10.262419171959111,0
56,49.507949000213145,3.2347931698261387,1
57,44.40351261837874,6.656765594432258,2
58,54.31658477747723,22.392924142269763,6
59,48.059806950544356,-19.425793432337663,3
60,46.61610323697383,-23.548622325639002,3
61,59.52718140408402,4.691579608019661,7
62,55.25961634890187,-23.935294100920053,3
63,55.26535817624915,-21.627891888137867,3
64,54.153074397417555,28.164430096244846,4
65,48.53931142268843,21.39855170819644,6
66,53.046862247473015,21.334652196829442,6
67,47.15035419771088,14.798106545253162,6
68,45.38737685084948,19.468585834310815,4
69,48.679017768566936,-7.751755482384031,9
70,45.544730271859486,7.912798665947577,1
71,47.4147497403319,-6.1404257898597985,5
72,60.750999582979986,6.262083412731849,0
73,54.71936487270554,-18.450474269015263,9
74,58.608074388244276,-1.3471984977301672,5
75,40.96147004666733,3.0248087068832064,2
76,60.70765619907206,2.638186423934396,8
77,51.468639794670885,6.528816551627186,2
78,49.264349525802174,-3.3913232629171617,0
79,53.617826281749984,-1.2537389881894052,0
80,52.04821246327069,0.1435267767504982,1
81,55.996034655696036,1.2701207354305266,7
82,57.576754377479745,21.630696595752454,6
83,45.47266312323369,-20.224122497732196,3
84,53.812385785313296,-3.7993664831062848,2
85,46.32820823463646,7.474772403116027,1
86,47.41823532318648,6.551721351906879,7
87,54.81265280424208,18.13839579865253,4
88,52.70577900670243,22.02854176580706,6
89,53.698941646998534,-24.128340934685873,3
90,46.41128747658603,3.1289388130653553,1
91,54.949081899394386,-20.672577660719497,3
92,54.90185923643569,-20.195224338771972,9
93,52.75888633370299,12.487076145261376,1
94,51.50764483927209,-0.1961357589463466,7
95,57.40948516780082,20.053214764824233,6
96,57.63541275197235,3.0285376294411774,8
97,48.55575359671713,22.57580080424293,4
98,57.83510433924066,-24.75130763294912,3
99,55.34610704146216,19.826958195295187,1
100,43.83200240985926,22.819882624591813,4
101,54.64471803553842,8.553338904779753,0
102,55.76694539489385,-0.06904341547077664,5
103,41.702834082737134,-14.331743003845839,3
104,49.01510681096128,24.49080896502499,6
105,46.729643151661634,-16.406853123094102,9
106,45.58230428070334,18.065064335531375,6
107,43.13019622392153,-0.7679821635782673,1
108,46.92319917929541,3.69083870156307,7
109,59.944076926269766,0.7681557131200468,5
110,45.08121555495038,16.867303149136383,4
111,45.32712145805108,18.78912517810945,4
112,56.29844793867635,2.3014560269938364,7
113,54.054553330884005,-2.0806387218592306,2
114,55.95577643373093,3.5329949636419755,8
115,46.77384045935034,2.8338757491919058,2
116,48.949978778617705,-5.0010004743147185,2
117,50.87115340460768,-3.229748168655741,5
